Construction,Direction,District,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Subway,Taxfree,UnitPrice
板塔结合,南北,安埠商圈,8,果园星城B区,102103056228,3室1厅,135,香坊,简装,165.0,否,否,8
板楼,南北,动力区,12,美罗湾二期,102102713744,3室2厅,105,香坊,精装,133.0,否,否,12
板楼,南北,动力区,6,绿海华庭,102103322383,3室1厅,115,香坊,精装,108.0,否,否,6
板楼,南北,南岗会展商圈,32,善上居,102103778779,3室2厅,240,香坊,精装,146.0,否,否,32
板塔结合,东南北,动力区,7,海富山水文园二期,102102564326,3室1厅,105,香坊,精装,100.0,否,否,7
塔楼,东西北,动力区,8,乐强小区,102101534113,3室1厅,90,香坊,简装,127.0,否,否,8
板楼,东西,省医院商圈,8,民香小区,102101518568,2室1厅,140,香坊,简装,135.0,否,否,8
板楼,南北,省医院商圈,8,西骑兵街,102102874587,2室1厅,91.8,香坊,精装,103.0,否,否,8
板楼,东西北,省医院商圈,7,绿园小区,102103881369,3室1厅,175,香坊,精装,142.0,否,否,7
板楼,南北,菜艺商圈,8,司徒街,102103344581,3室1厅,53,香坊,简装,87.0,否,否,8
板楼,南北,永泰商圈,34,永泰城,102103521708,3室2厅,125,香坊,精装,122.0,否,否,34
板楼,南北,动力区,7,电塔小区,102102963476,2室1厅,52,香坊,精装,56.0,否,否,7
板楼,东西,省医院商圈,7,民香小区,102103445731,2室1厅,129,香坊,精装,121.0,否,否,7
板楼,东西,动力区,25,恒大御景湾,102103391602,3室1厅,117,香坊,精装,91.0,否,否,25
板塔结合,南北,动力区,20,玉翠秀府,102103290752,2室2厅,83,香坊,精装,65.0,否,否,20
板楼,南,菜艺商圈,7,司徒街,102101497248,2室1厅,34,香坊,简装,60.0,否,否,7
板楼,南,菜艺商圈,8,司徒街,102102849477,2室1厅,37,香坊,简装,54.0,否,否,8
板楼,东南西,动力区,18,海富漫香林,102102564644,3室2厅,137.8,香坊,精装,131.0,否,否,18
板楼,南北,菜艺商圈,8,司徒街,102102507791,3室2厅,95,香坊,简装,150.0,否,否,8
板楼,东西,省医院商圈,7,哈量新区,102102562398,2室1厅,89.8,香坊,简装,81.0,否,否,7
板楼,南北,阿城商圈,17,金都幸福里,102104117602,2室1厅,56,阿城区,其他,108.0,否,否,17
板楼,南北,阿城商圈,6,学府小区(阿城区),102104098316,2室1厅,43,阿城区,其他,83.0,否,否,6
板楼,东南北,阿城商圈,15,满族村小区,102104122547,2室2厅,60,阿城区,其他,109.0,否,否,15
板楼,南北,阿城商圈,6,金源绿洲,102104119168,2室1厅,32.8,阿城区,其他,75.0,否,否,6
板楼,南,阿城商圈,7,城建局综合楼,102104121684,3室1厅,37,阿城区,其他,111.0,否,否,7
板楼,东西,阿城商圈,7,祥泰小区,102104117588,2室1厅,21,阿城区,其他,66.0,否,否,7
暂无数据,南北,阿城商圈,7,703综合楼,102104119960,2室2厅,28,阿城区,其他,106.0,否,否,7
板楼,南北,阿城商圈,7,环保局家属楼,102104118278,2室2厅,24,阿城区,简装,93.0,否,否,7
板楼,南,阿城商圈,7,松纺小区,102104117732,1室1厅,24,阿城区,其他,58.0,否,否,7
暂无数据,南,阿城商圈,6,百姓花园,102104117592,2室1厅,18,阿城区,其他,53.0,否,否,6
板楼,南北,阿城商圈,30,金都府邸二期,102104121537,2室1厅,47,阿城区,其他,97.0,否,否,30
板塔结合,南北东,阿城商圈,31,检察院,102104117703,3室1厅,67,阿城区,精装,132.0,否,否,31
板塔结合,南北,阿城商圈,7,阿城上京广场商住小区,102104117595,2室1厅,21,阿城区,其他,82.0,否,否,7
板楼,南北,阿城商圈,7,和平小区(阿城区),102104117674,2室1厅,32,阿城区,其他,65.0,否,否,7
板楼,东北西,阿城商圈,7,乡企家属楼,102104119888,2室1厅,30,阿城区,其他,84.0,否,否,7
板楼,西,阿城商圈,25,金都府邸二期,102102964297,2室1厅,41,阿城区,其他,84.0,否,否,25
暂无数据,南北,阿城商圈,17,龙鑫小区,102104118684,3室2厅,71,阿城区,其他,161.0,否,否,17
板楼,南北,阿城商圈,7,阿什河乡企楼,102104114552,2室1厅,34.8,阿城区,其他,80.0,否,否,7
板楼,南,阿城商圈,7,学府小区(阿城区),102104119008,2室1厅,32,阿城区,其他,78.0,否,否,7
板楼,南,阿城商圈,6,金河铭苑,102104009610,2室1厅,45,阿城区,其他,93.0,否,否,6
板楼,南北,阿城商圈,7,朝阳小区(阿城区),102104129716,2室1厅,19,阿城区,其他,71.0,否,否,7
板楼,南北,阿城商圈,6,億達帝景,102104107975,2室1厅,42,阿城区,其他,69.0,否,否,6
板楼,南,阿城商圈,7,龙涤小区,102103956832,2室1厅,7,阿城区,其他,49.0,否,否,7
板塔结合,南,阿城商圈,18,达仁悦城,102104123701,1室1厅,31,阿城区,其他,52.0,否,否,18
暂无数据,南北,阿城商圈,18,金京壹号官邸,102104122728,2室1厅,55,阿城区,其他,93.0,否,否,18
板楼,南北,阿城商圈,11,海富城,102104121810,2室1厅,41.8,阿城区,其他,87.0,否,否,11
板楼,北南,阿城商圈,7,和平小区(阿城区),102104124529,2室1厅,19.8,阿城区,其他,63.0,否,否,7
板楼,南,阿城商圈,17,新龙城·金榜园,102104094394,1室1厅,25.8,阿城区,其他,45.0,否,否,17
暂无数据,南北,阿城商圈,7,金城小区,102104097900,2室1厅,25,阿城区,其他,62.0,否,否,7
板楼,南北,阿城商圈,25,阿城恒大城,102104107248,3室2厅,93,阿城区,其他,149.0,否,否,25
板楼,南北,阿城商圈,32,阿城恒大城,102103352495,1室1厅,38,阿城区,其他,54.0,否,否,32
板楼,南北,阿城商圈,7,东环嘉园,102103762146,2室1厅,27,阿城区,其他,61.0,否,否,7
板塔结合,南,阿城商圈,15,万博豪庭,102102888080,2室1厅,46.5,阿城区,其他,66.0,否,否,15
暂无数据,南,阿城商圈,6,绿波华园,102104037015,2室1厅,40,阿城区,简装,63.0,否,否,6
板楼,南北,阿城商圈,7,白酒厂家属楼,102104007682,2室1厅,23,阿城区,简装,66.0,否,否,7
板楼,南北,阿城商圈,28,金都府邸一期,102104083871,2室1厅,58,阿城区,其他,130.0,否,否,28
暂无数据,南北,阿城商圈,7,高明小区,102104025401,3室1厅,40,阿城区,简装,87.0,否,否,7
暂无数据,南,阿城商圈,26,金昌国际,102104065492,1室1厅,31.5,阿城区,其他,56.0,否,否,26
暂无数据,南北,阿城商圈,22,金京壹号官邸,102104096112,2室2厅,55,阿城区,精装,107.0,否,否,22
暂无数据,南西北,阿城商圈,32,金京赛丽斯,102104092426,2室1厅,45,阿城区,毛坯,103.0,否,否,32
板楼,南,阿城商圈,7,阿城上京广场商住小区,102104041036,2室1厅,29,阿城区,精装,56.0,否,否,7
板楼,南北,阿城商圈,7,金上京公馆,102103902993,2室1厅,16,阿城区,其他,69.0,否,否,7
板楼,南北,阿城商圈,4,锅炉厂住家属楼,102104092466,2室1厅,35,阿城区,其他,120.0,否,否,4
板塔结合,南北,阿城商圈,7,和平街道家属楼,102104110638,3室1厅,45,阿城区,其他,87.0,否,否,7
板楼,东西,阿城商圈,7,无线电家属楼,102104115565,2室1厅,24.8,阿城区,其他,68.0,否,否,7
暂无数据,南,阿城商圈,6,上京华府,102104095902,2室1厅,43,阿城区,其他,92.0,否,否,6
板楼,南,阿城商圈,7,永泰广小区,102104095020,2室1厅,31,阿城区,其他,60.0,否,否,7
板楼,南北,阿城商圈,8,北新字母楼,102104092597,3室2厅,51.5,阿城区,其他,130.0,否,否,8
板塔结合,东西,阿城商圈,7,一中家属楼,102104095000,2室1厅,17.8,阿城区,其他,67.0,否,否,7
板楼,南,阿城商圈,26,交通家园,102104119467,2室1厅,28.3,阿城区,其他,62.0,否,否,26
板塔结合,南北,阿城商圈,7,造纸厂家属楼,102104117677,3室1厅,27,阿城区,其他,90.0,否,否,7
板楼,南北,阿城商圈,7,朝阳小区(阿城区),102104117599,3室1厅,34,阿城区,其他,138.0,否,否,7
暂无数据,南北,阿城商圈,22,金京壹号官邸,102104118106,3室2厅,61.8,阿城区,其他,146.0,否,否,22
板楼,南北西,阿城商圈,27,金上京公馆,102104117587,2室1厅,45,阿城区,其他,87.0,否,否,27
板楼,南北,阿城商圈,7,无线电家属楼,102104118967,3室1厅,28,阿城区,其他,84.0,否,否,7
板楼,南,阿城商圈,11,绿波华园,102104117723,2室1厅,42,阿城区,其他,72.0,否,否,11
板楼,南北,阿城商圈,31,鼎源名座,102104121328,3室1厅,58.8,阿城区,其他,118.0,否,否,31
板楼,南北,阿城商圈,17,金河铭苑,102104118161,3室1厅,70,阿城区,其他,121.0,否,否,17
板楼,南,阿城商圈,6,上京华府,102104117758,1室1厅,23.5,阿城区,其他,54.0,否,否,6
板楼,南北,阿城商圈,9,审计局家属楼,102104121509,2室1厅,52,阿城区,其他,102.0,否,否,9
板楼,南北,阿城商圈,7,金海新区,102104160932,2室1厅,24,阿城区,其他,82.0,否,否,7
板楼,南北,阿城商圈,17,金都幸福里,102102593276,2室1厅,47,阿城区,其他,108.0,否,否,17
板楼,南北,阿城商圈,8,诚信花园,102102648971,2室2厅,28,阿城区,简装,88.0,否,否,8
板楼,南北,阿城商圈,7,无线电家属楼,102104117691,2室1厅,14,阿城区,简装,71.0,否,否,7
板楼,南,阿城商圈,32,河畔丽景,102104122747,1室1厅,18.5,阿城区,简装,46.0,否,否,32
板楼,南北,阿城商圈,6,清真寺小区,102104123038,2室1厅,20,阿城区,简装,80.0,否,否,6
板楼,南北,阿城商圈,32,河畔丽景,102104119447,2室2厅,53,阿城区,其他,113.0,否,否,32
板楼,南,阿城商圈,7,光华家园,102104136250,2室1厅,25,阿城区,简装,50.0,否,否,7
板楼,南北,阿城商圈,7,阿城上京广场商住小区,102103986089,2室1厅,30,阿城区,其他,84.0,否,否,7
板楼,南北,阿城商圈,6,億達帝景,102103929835,2室1厅,37,阿城区,其他,62.0,否,否,6
板楼,西北,阿城商圈,18,半里花庭,102103687417,1室1厅,30,阿城区,其他,67.0,否,否,18
板楼,南北,阿城商圈,30,金都府邸一期,102103896838,2室1厅,75,阿城区,其他,130.0,否,否,30
板楼,南北,阿城商圈,7,北新小区,102103660696,2室1厅,20,阿城区,其他,78.0,否,否,7
板楼,南北,阿城商圈,7,松纺小区,102103515412,2室1厅,29,阿城区,其他,78.0,否,否,7
板楼,南北,阿城商圈,25,金都府邸二期,102103004085,2室1厅,43.8,阿城区,其他,85.0,否,否,25
板楼,南北,阿城商圈,8,和平小区(阿城区),102103056720,2室1厅,32,阿城区,其他,80.0,否,否,8
板楼,东西,阿城商圈,32,河畔丽景,102103655463,2室1厅,54,阿城区,其他,116.0,否,否,32
板楼,南北,阿城商圈,6,上京华府,102103252954,2室1厅,21.5,阿城区,精装,66.0,否,否,6
板楼,南,阿城商圈,7,光华家园,102103328005,2室1厅,21,阿城区,其他,50.0,否,否,7
暂无数据,南北,阿城商圈,7,北新小区,102103505757,2室1厅,12,阿城区,其他,75.0,否,否,7
暂无数据,南北,阿城商圈,17,新龙城C2区,102103956477,2室1厅,43,阿城区,其他,73.0,否,否,17
暂无数据,西,阿城商圈,7,永泰广小区,102103816949,2室1厅,15,阿城区,其他,47.0,否,否,7
板楼,南北,阿城商圈,7,億達帝景,102103427832,2室1厅,17,阿城区,其他,71.0,否,否,7
板楼,南北,阿城商圈,27,金上京公馆,102103408613,2室2厅,48,阿城区,其他,100.0,否,否,27
板楼,东,阿城商圈,7,城建局综合楼,102103669215,1室1厅,36,阿城区,其他,28.0,否,否,7
板楼,南北,阿城商圈,7,东环嘉园,102103762146,2室1厅,27,阿城区,其他,61.0,否,否,7
板楼,南,阿城商圈,7,光华家园,102100730651,2室1厅,38,阿城区,其他,85.0,否,否,7
板楼,南北,阿城商圈,25,龙江龙高层,102103695313,1室1厅,20,阿城区,其他,40.0,否,否,25
板楼,南北,阿城商圈,19,金昌国际,102103253382,2室1厅,53,阿城区,其他,96.0,否,否,19
板楼,南北,阿城商圈,32,阿城恒大城,102103352495,1室1厅,38,阿城区,其他,54.0,否,否,32
板塔结合,南北,阿城商圈,19,祥和轩B区,102104151932,2室1厅,68,阿城区,其他,127.0,否,否,19
板楼,南,阿城商圈,30,阿城恒大城,102104170468,1室1厅,23,阿城区,其他,40.0,否,否,30
板楼,东西,阿城商圈,7,三中家属楼,102104146297,2室1厅,28,阿城区,其他,67.0,否,否,7
暂无数据,南北,阿城商圈,7,上京华府,102104169779,2室1厅,31.8,阿城区,其他,66.0,否,否,7
暂无数据,南,阿城商圈,17,新龙城C2区,102104157534,1室1厅,24.8,阿城区,其他,51.0,否,否,17
板楼,南北,阿城商圈,29,万博豪庭,102104170834,2室1厅,80,阿城区,其他,111.0,否,否,29
板楼,南北,阿城商圈,7,永泰广小区,102104156136,2室1厅,20,阿城区,其他,75.0,否,否,7
板楼,南北,阿城商圈,7,朝阳小区(阿城区),102104152273,3室1厅,59,阿城区,其他,160.0,否,否,7
板楼,南北,阿城商圈,5,高明小区,102104168756,2室1厅,24.5,阿城区,其他,64.0,否,否,5
板楼,南北,阿城商圈,15,铂宇剑桥郡,102104172389,2室1厅,50,阿城区,其他,88.0,否,否,15
板塔结合,南北,阿城商圈,7,华龙金城,102104159372,2室1厅,27,阿城区,其他,75.0,否,否,7
板楼,南北,阿城商圈,32,交通家园,102104169670,2室1厅,45.8,阿城区,简装,93.0,否,否,32
板楼,北南西,阿城商圈,29,金都华府,102104175738,2室2厅,65,阿城区,其他,115.0,否,否,29
板楼,南北,阿城商圈,32,龙汇小区,102104175283,2室2厅,57,阿城区,其他,93.0,否,否,32
暂无数据,南北,阿城商圈,22,金京壹号官邸,102104176023,2室1厅,59.8,阿城区,其他,100.0,否,否,22
板楼,南北西,阿城商圈,32,金京赛丽斯,102104168653,2室1厅,57,阿城区,其他,104.0,否,否,32
暂无数据,南北,阿城商圈,17,龙鑫小区,102104142368,3室2厅,72.5,阿城区,其他,160.0,否,否,17
塔楼,南,阿城商圈,30,体东名城,102104174047,2室1厅,45,阿城区,其他,82.0,否,否,30
板楼,南北,阿城商圈,7,金海小区,102104155003,2室1厅,25.5,阿城区,其他,72.0,否,否,7
板楼,南北,阿城商圈,8,人大楼,102104157443,2室1厅,17,阿城区,其他,61.0,否,否,8
暂无数据,南北,阿城商圈,8,八中教师楼,102104177411,2室1厅,38,阿城区,其他,102.0,否,否,8
板楼,南,阿城商圈,7,中荣金水国际花园A区,102104172279,2室1厅,22.5,阿城区,其他,50.0,否,否,7
板楼,南,阿城商圈,28,金上京二号公馆,102104172780,1室1厅,35.8,阿城区,其他,77.0,否,否,28
板楼,南北,阿城商圈,17,交通家园,102104160856,2室1厅,57,阿城区,其他,113.0,否,否,17
板楼,东西,阿城商圈,7,朝阳小区(阿城区),102104157578,2室1厅,17.8,阿城区,其他,54.0,否,否,7
板楼,南北,阿城商圈,7,诚信花园,102104149089,2室1厅,24.8,阿城区,其他,59.0,否,否,7
板楼,南北,阿城商圈,18,龙汇小区,102104174809,2室1厅,63.5,阿城区,其他,108.0,否,否,18
板楼,南北,阿城商圈,6,海富城,102104151978,2室1厅,35.8,阿城区,其他,68.0,否,否,6
暂无数据,南,阿城商圈,18,金都首府,102104173416,2室1厅,39.8,阿城区,其他,70.0,否,否,18
暂无数据,南北,阿城商圈,17,金河铭苑,102104161255,2室1厅,54.8,阿城区,其他,98.0,否,否,17
暂无数据,南,阿城商圈,17,新龙城C2区,102104157534,1室1厅,24.8,阿城区,其他,51.0,否,否,17
板楼,南北,阿城商圈,7,城建局综合楼,102104170133,3室1厅,36,阿城区,其他,89.0,否,否,7
暂无数据,南,阿城商圈,5,高明小区,102104157363,2室1厅,45,阿城区,其他,65.0,否,否,5
板塔结合,南北,阿城商圈,7,华龙金城,102104159372,2室1厅,27,阿城区,其他,75.0,否,否,7
暂无数据,东南北,阿城商圈,6,绿波家园,102104170224,2室1厅,32.8,阿城区,其他,71.0,否,否,6
板楼,南北,阿城商圈,15,铂宇剑桥郡,102104172389,2室1厅,50,阿城区,其他,88.0,否,否,15
板楼,南北,阿城商圈,5,高明小区,102104168756,2室1厅,24.5,阿城区,其他,64.0,否,否,5
板楼,南北,阿城商圈,7,朝阳小区(阿城区),102104152273,3室1厅,59,阿城区,其他,160.0,否,否,7
板楼,南北,阿城商圈,8,长安小区,102104159358,2室1厅,45,阿城区,其他,110.0,否,否,8
板楼,南,阿城商圈,8,长安小区,102104144437,2室1厅,20,阿城区,其他,60.0,否,否,8
板楼,南北,阿城商圈,7,金景阳花园小城,102104172059,2室1厅,52.5,阿城区,其他,95.0,否,否,7
板楼,南北,阿城商圈,16,百姓花园,102104168810,2室1厅,56.5,阿城区,其他,118.0,否,否,16
板楼,南北,阿城商圈,7,永泰广小区,102104156136,2室1厅,20,阿城区,其他,75.0,否,否,7
板塔结合,南北,阿城商圈,18,金紫邑,102104169907,2室2厅,58.8,阿城区,其他,107.0,否,否,18
板楼,南北,阿城商圈,29,万博豪庭,102104170834,2室1厅,80,阿城区,其他,111.0,否,否,29
板楼,南北,阿城商圈,32,交通家园,102104169670,2室1厅,45.8,阿城区,简装,93.0,否,否,32
板楼,南北,阿城商圈,24,绿波东关一品,102104171273,2室1厅,61,阿城区,其他,108.0,否,否,24
暂无数据,南北,阿城商圈,17,新龙城C2区,102104154175,2室1厅,52,阿城区,其他,96.0,否,否,17
板楼,东西,阿城商圈,7,三中家属楼,102104146297,2室1厅,28,阿城区,其他,67.0,否,否,7
暂无数据,南北,阿城商圈,7,上京华府,102104169779,2室1厅,31.8,阿城区,其他,66.0,否,否,7
板楼,南,阿城商圈,30,阿城恒大城,102104170468,1室1厅,23,阿城区,其他,40.0,否,否,30
板楼,南北,阿城商圈,18,铂宇剑桥郡,102104144578,2室1厅,43,阿城区,其他,88.0,否,否,18
板楼,西,阿城商圈,27,金都府邸一期,102104172489,2室1厅,39.8,阿城区,其他,77.0,否,否,27
板楼,南北,阿城商圈,7,绿波东关一品,102104162702,2室1厅,15.8,阿城区,其他,58.0,否,否,7
板楼,南北,阿城商圈,6,绿波华园,102104173773,2室1厅,45,阿城区,其他,93.0,否,否,6
板楼,南,阿城商圈,4,锅炉厂住家属楼,102104166173,2室1厅,26.8,阿城区,其他,73.0,否,否,4
暂无数据,南,阿城商圈,26,恒盛新天地(阿城区),102104168654,1室1厅,38.2,阿城区,其他,70.0,否,否,26
板楼,南北,阿城商圈,32,龙汇小区,102104167980,2室1厅,65,阿城区,其他,92.0,否,否,32
板楼,东西,阿城商圈,7,和平小区(阿城区),102104176073,2室1厅,29,阿城区,其他,98.0,否,否,7
板楼,东南北,阿城商圈,7,金海新区,102104178163,2室1厅,46,阿城区,其他,87.0,否,否,7
暂无数据,南北,阿城商圈,17,新龙城C2区,102104160758,2室1厅,43,阿城区,其他,75.0,否,否,17
板楼,北南,阿城商圈,8,长安小区,102104141883,2室1厅,38,阿城区,其他,97.0,否,否,8
